Year,Day,Month,cap_doy,ID,sl,radius,Final.Age,hdate,cap_DATE,cap_DATE_noYear,cap_doy_corr,Increment,IW,hatch_DATE,hatch_DATE_noYear,age_DATE,age_DATE_noYear,HW
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,11,1.005,4/5/2012,5-Apr,4/16/2012,16-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,11,1.377,4/3/2012,3-Apr,4/14/2012,14-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,11,1.159,4/14/2012,14-Apr,4/25/2012,25-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,11,1.477,4/3/2012,3-Apr,4/14/2012,14-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,11,0.837,4/1/2012,1-Apr,4/12/2012,12-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,11,1.049,3/13/2012,13-Mar,3/24/2012,24-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,11,1.046,3/26/2012,26-Mar,4/6/2012,6-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,11,0.835,4/10/2012,10-Apr,4/21/2012,21-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,11,0.715,3/27/2012,27-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,11,0.845,4/6/2012,6-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,11,1.289,4/7/2012,7-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,11,0.803,3/24/2012,24-Mar,4/4/2012,4-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,11,0.936,4/1/2012,1-Apr,4/12/2012,12-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,11,1.015,3/26/2012,26-Mar,4/6/2012,6-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,11,0.652,3/27/2012,27-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,11,0.898,4/9/2012,9-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,11,0.847,3/23/2012,23-Mar,4/3/2012,3-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,11,0.912,4/1/2012,1-Apr,4/12/2012,12-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,11,1.552,4/3/2012,3-Apr,4/14/2012,14-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,11,1.529,4/17/2012,17-Apr,4/28/2012,28-Apr,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,11,1.205,3/31/2012,31-Mar,4/11/2012,11-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,11,1.139,4/5/2012,5-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,11,1.818,4/4/2012,4-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,11,1.28,3/22/2012,22-Mar,4/2/2012,2-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,11,1.164,4/6/2012,6-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,11,1.233,3/30/2012,30-Mar,4/10/2012,10-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,11,1.512,3/15/2012,15-Mar,3/26/2012,26-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,11,1.069,4/2/2012,2-Apr,4/13/2012,13-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,11,0.991,4/1/2012,1-Apr,4/12/2012,12-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,11,0.993,3/24/2012,24-Mar,4/4/2012,4-Apr,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,11,1.096,3/28/2012,28-Mar,4/8/2012,8-Apr,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,12,1.224,3/27/2012,27-Mar,4/8/2012,8-Apr,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,12,1.323,3/29/2012,29-Mar,4/10/2012,10-Apr,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,12,0.888,4/5/2012,5-Apr,4/17/2012,17-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,12,1.798,4/3/2012,3-Apr,4/15/2012,15-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,12,1.286,4/14/2012,14-Apr,4/26/2012,26-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,12,1.089,4/3/2012,3-Apr,4/15/2012,15-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,12,0.737,4/1/2012,1-Apr,4/13/2012,13-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,12,1.076,3/13/2012,13-Mar,3/25/2012,25-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,12,1.66,3/26/2012,26-Mar,4/7/2012,7-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,12,0.954,4/10/2012,10-Apr,4/22/2012,22-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,12,0.709,3/27/2012,27-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,12,1.183,4/6/2012,6-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,12,1.324,4/7/2012,7-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,12,0.94,3/24/2012,24-Mar,4/5/2012,5-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,12,1.015,4/1/2012,1-Apr,4/13/2012,13-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,12,1.053,3/26/2012,26-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,12,0.68,3/27/2012,27-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,12,1.245,4/9/2012,9-Apr,4/21/2012,21-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,12,1.066,3/23/2012,23-Mar,4/4/2012,4-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,12,1.156,4/1/2012,1-Apr,4/13/2012,13-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,12,1.37,4/3/2012,3-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,12,1.709,4/17/2012,17-Apr,4/29/2012,29-Apr,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,12,1.154,3/31/2012,31-Mar,4/12/2012,12-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,12,1.188,4/5/2012,5-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,12,1.482,4/4/2012,4-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,12,1.3,3/22/2012,22-Mar,4/3/2012,3-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,12,1.215,4/6/2012,6-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,12,1.159,3/30/2012,30-Mar,4/11/2012,11-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,12,1.414,3/15/2012,15-Mar,3/27/2012,27-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,12,0.932,4/2/2012,2-Apr,4/14/2012,14-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,12,1.157,4/1/2012,1-Apr,4/13/2012,13-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,12,1.479,3/24/2012,24-Mar,4/5/2012,5-Apr,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,12,1.43,3/28/2012,28-Mar,4/9/2012,9-Apr,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,13,1.565,3/27/2012,27-Mar,4/9/2012,9-Apr,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,13,1.242,3/29/2012,29-Mar,4/11/2012,11-Apr,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,13,0.771,4/5/2012,5-Apr,4/18/2012,18-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,13,1.314,4/3/2012,3-Apr,4/16/2012,16-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,13,1.396,4/14/2012,14-Apr,4/27/2012,27-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,13,0.69,4/3/2012,3-Apr,4/16/2012,16-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,13,0.722,4/1/2012,1-Apr,4/14/2012,14-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,13,1.358,3/13/2012,13-Mar,3/26/2012,26-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,13,1.581,3/26/2012,26-Mar,4/8/2012,8-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,13,0.955,4/10/2012,10-Apr,4/23/2012,23-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,13,0.638,3/27/2012,27-Mar,4/9/2012,9-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,13,1.03,4/6/2012,6-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,13,1.183,4/7/2012,7-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,13,1.07,3/24/2012,24-Mar,4/6/2012,6-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,13,1.14,4/1/2012,1-Apr,4/14/2012,14-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,13,1.071,3/26/2012,26-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,13,0.693,3/27/2012,27-Mar,4/9/2012,9-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,13,1.168,4/9/2012,9-Apr,4/22/2012,22-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,13,1.461,3/23/2012,23-Mar,4/5/2012,5-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,13,1.011,4/1/2012,1-Apr,4/14/2012,14-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,13,1.307,4/3/2012,3-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,13,1.935,4/17/2012,17-Apr,4/30/2012,30-Apr,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,13,1.329,3/31/2012,31-Mar,4/13/2012,13-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,13,1.065,4/5/2012,5-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,13,1.185,4/4/2012,4-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,13,1.576,3/22/2012,22-Mar,4/4/2012,4-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,13,1.246,4/6/2012,6-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,13,1.25,3/30/2012,30-Mar,4/12/2012,12-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,13,1.409,3/15/2012,15-Mar,3/28/2012,28-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,13,1.25,4/2/2012,2-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,13,1.281,4/1/2012,1-Apr,4/14/2012,14-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,13,1.222,3/24/2012,24-Mar,4/6/2012,6-Apr,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,13,0.881,3/28/2012,28-Mar,4/10/2012,10-Apr,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,14,1.215,3/27/2012,27-Mar,4/10/2012,10-Apr,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,14,1.294,3/29/2012,29-Mar,4/12/2012,12-Apr,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,14,0.918,4/5/2012,5-Apr,4/19/2012,19-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,14,1.125,4/3/2012,3-Apr,4/17/2012,17-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,14,1.21,4/14/2012,14-Apr,4/28/2012,28-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,14,1.009,4/3/2012,3-Apr,4/17/2012,17-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,14,1.057,4/1/2012,1-Apr,4/15/2012,15-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,14,1.154,3/13/2012,13-Mar,3/27/2012,27-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,14,1.608,3/26/2012,26-Mar,4/9/2012,9-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,14,1.073,4/10/2012,10-Apr,4/24/2012,24-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,14,0.854,3/27/2012,27-Mar,4/10/2012,10-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,14,0.954,4/6/2012,6-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,14,1.735,4/7/2012,7-Apr,4/21/2012,21-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,14,1.3,3/24/2012,24-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,14,1.396,4/1/2012,1-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,14,1.413,3/26/2012,26-Mar,4/9/2012,9-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,14,0.741,3/27/2012,27-Mar,4/10/2012,10-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,14,1.352,4/9/2012,9-Apr,4/23/2012,23-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,14,1.184,3/23/2012,23-Mar,4/6/2012,6-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,14,1.144,4/1/2012,1-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,14,1.49,4/3/2012,3-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,14,1.591,4/17/2012,17-Apr,5/1/2012,1-May,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,14,0.691,3/31/2012,31-Mar,4/14/2012,14-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,14,1.141,4/5/2012,5-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,14,1.055,4/4/2012,4-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,14,1.578,3/22/2012,22-Mar,4/5/2012,5-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,14,1.316,4/6/2012,6-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,14,1.475,3/30/2012,30-Mar,4/13/2012,13-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,14,1.56,3/15/2012,15-Mar,3/29/2012,29-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,14,0.799,4/2/2012,2-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,14,1.009,4/1/2012,1-Apr,4/15/2012,15-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,14,1.328,3/24/2012,24-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,14,0.823,3/28/2012,28-Mar,4/11/2012,11-Apr,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,15,1.009,3/27/2012,27-Mar,4/11/2012,11-Apr,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,15,1.364,3/29/2012,29-Mar,4/13/2012,13-Apr,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,15,1.23,4/5/2012,5-Apr,4/20/2012,20-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,15,1.363,4/3/2012,3-Apr,4/18/2012,18-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,15,1.46,4/14/2012,14-Apr,4/29/2012,29-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,15,0.887,4/3/2012,3-Apr,4/18/2012,18-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,15,0.762,4/1/2012,1-Apr,4/16/2012,16-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,15,0.982,3/13/2012,13-Mar,3/28/2012,28-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,15,1.899,3/26/2012,26-Mar,4/10/2012,10-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,15,1.502,4/10/2012,10-Apr,4/25/2012,25-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,15,1.063,3/27/2012,27-Mar,4/11/2012,11-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,15,1.108,4/6/2012,6-Apr,4/21/2012,21-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,15,1.348,4/7/2012,7-Apr,4/22/2012,22-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,15,1.398,3/24/2012,24-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,15,1.309,4/1/2012,1-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,15,1.21,3/26/2012,26-Mar,4/10/2012,10-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,15,0.815,3/27/2012,27-Mar,4/11/2012,11-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,15,1.102,4/9/2012,9-Apr,4/24/2012,24-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,15,1.236,3/23/2012,23-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,15,1.095,4/1/2012,1-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,15,1.365,4/3/2012,3-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,15,1.591,4/17/2012,17-Apr,5/2/2012,2-May,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,15,0.833,3/31/2012,31-Mar,4/15/2012,15-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,15,1.42,4/5/2012,5-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,15,1.299,4/4/2012,4-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,15,1.662,3/22/2012,22-Mar,4/6/2012,6-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,15,1.108,4/6/2012,6-Apr,4/21/2012,21-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,15,1.108,3/30/2012,30-Mar,4/14/2012,14-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,15,1.756,3/15/2012,15-Mar,3/30/2012,30-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,15,0.93,4/2/2012,2-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,15,1.002,4/1/2012,1-Apr,4/16/2012,16-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,15,1.234,3/24/2012,24-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,15,1.2,3/28/2012,28-Mar,4/12/2012,12-Apr,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,16,1.537,3/27/2012,27-Mar,4/12/2012,12-Apr,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,16,0.989,3/29/2012,29-Mar,4/14/2012,14-Apr,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,16,0.929,4/5/2012,5-Apr,4/21/2012,21-Apr,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,16,1.405,4/3/2012,3-Apr,4/19/2012,19-Apr,pre
2012,14,7,195,975,33.8,245,90,105,7/13/2012,13-Jul,196,16,1.749,4/14/2012,14-Apr,4/30/2012,30-Apr,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,16,0.885,4/3/2012,3-Apr,4/19/2012,19-Apr,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,16,1.083,4/1/2012,1-Apr,4/17/2012,17-Apr,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,16,0.884,3/13/2012,13-Mar,3/29/2012,29-Mar,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,16,1.45,3/26/2012,26-Mar,4/11/2012,11-Apr,pre
2012,14,7,195,981,33.7,213,94,101,7/13/2012,13-Jul,196,16,1.281,4/10/2012,10-Apr,4/26/2012,26-Apr,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,16,0.744,3/27/2012,27-Mar,4/12/2012,12-Apr,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,16,0.992,4/6/2012,6-Apr,4/22/2012,22-Apr,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,16,1.298,4/7/2012,7-Apr,4/23/2012,23-Apr,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,16,0.817,3/24/2012,24-Mar,4/9/2012,9-Apr,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,16,1.702,4/1/2012,1-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,16,1.206,3/26/2012,26-Mar,4/11/2012,11-Apr,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,16,0.843,3/27/2012,27-Mar,4/12/2012,12-Apr,pre
2012,13,7,194,990,36.5,246,94,100,7/12/2012,12-Jul,195,16,0.677,4/9/2012,9-Apr,4/25/2012,25-Apr,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,16,1.235,3/23/2012,23-Mar,4/8/2012,8-Apr,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,16,0.93,4/1/2012,1-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,16,1.669,4/3/2012,3-Apr,4/19/2012,19-Apr,pre
2012,13,7,194,994,35.2,247,86,108,7/12/2012,12-Jul,195,16,1.732,4/17/2012,17-Apr,5/3/2012,3-May,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,16,0.893,3/31/2012,31-Mar,4/16/2012,16-Apr,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,16,1.681,4/5/2012,5-Apr,4/21/2012,21-Apr,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,16,1.06,4/4/2012,4-Apr,4/20/2012,20-Apr,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,16,1.69,3/22/2012,22-Mar,4/7/2012,7-Apr,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,16,1.177,4/6/2012,6-Apr,4/22/2012,22-Apr,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,16,1.359,3/30/2012,30-Mar,4/15/2012,15-Apr,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,16,1.351,3/15/2012,15-Mar,3/31/2012,31-Mar,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,16,0.97,4/2/2012,2-Apr,4/18/2012,18-Apr,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,16,0.823,4/1/2012,1-Apr,4/17/2012,17-Apr,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,16,1.263,3/24/2012,24-Mar,4/9/2012,9-Apr,pre
