Year,ID,sl,radius,Increment,IW,Final.Age,bcSL,bc_gr,hdate,hatch_DATE,hatch_DATE_noYear,age_DATE,age_DATE_noYear,HW
2014,2167,39,288,93,3.796,100,36.00955689,0.476322677,97,4/7/2014,7-Apr,7/9/2014,9-Jul,during
2014,2130,57,414,94,4.651,121,44.03637113,0.60870894,79,3/20/2014,20-Mar,6/22/2014,22-Jun,during
2014,2138,55,354,94,3.365,123,36.04363409,0.497369777,74,3/15/2014,15-Mar,6/17/2014,17-Jun,during
2014,2139,53,346,94,3.803,121,36.50423121,0.55290237,76,3/17/2014,17-Mar,6/19/2014,19-Jun,during
2014,2140,55,404,94,4.126,118,40.36735889,0.532790995,79,3/20/2014,20-Mar,6/22/2014,22-Jun,during
2014,2141,56,365,94,4.224,119,41.28115697,0.616924259,78,3/19/2014,19-Mar,6/21/2014,21-Jun,during
2014,2143,46,315,94,3.979,113,36.0537903,0.546146616,84,3/25/2014,25-Mar,6/27/2014,27-Jun,during
2014,2144,60,426,94,4.575,132,42.29371725,0.614419105,65,3/6/2014,6-Mar,6/8/2014,8-Jun,during
2014,2147,55,345,94,4.058,118,42.76074571,0.615832535,79,3/20/2014,20-Mar,6/22/2014,22-Jun,during
2014,2148,55,409,94,3.726,129,34.40060626,0.475135205,68,3/9/2014,9-Mar,6/11/2014,11-Jun,during
2014,2150,48,380,94,4.742,96,45.98212948,0.562569345,101,4/11/2014,11-Apr,7/14/2014,14-Jul,during
2014,2152,48,315,94,3.792,111,40.2704794,0.545207257,86,3/27/2014,27-Mar,6/29/2014,29-Jun,during
2014,2154,52,345,94,3.054,125,38.32019587,0.436256689,72,3/13/2014,13-Mar,6/15/2014,15-Jun,during
2014,2156,48,302,94,2.362,120,34.6741182,0.354636165,75,3/16/2014,16-Mar,6/18/2014,18-Jun,during
2014,2158,61,425,94,2.938,130,36.7531115,0.402568751,65,3/6/2014,6-Mar,6/8/2014,8-Jun,during
2014,2159,58,376,94,3.894,119,38.17426577,0.572893498,78,3/19/2014,19-Mar,6/21/2014,21-Jun,during
2014,2164,53,365,94,2.558,120,37.38908953,0.352087509,77,3/18/2014,18-Mar,6/20/2014,20-Jun,during
2014,2165,50,311,94,5.376,112,38.72432982,0.818686478,85,3/26/2014,26-Mar,6/28/2014,28-Jun,during
2014,2166,48,347,94,4.135,116,36.26389772,0.538353316,81,3/22/2014,22-Mar,6/24/2014,24-Jun,during
2014,2167,39,288,94,3.132,100,36.40256074,0.393003853,97,4/7/2014,7-Apr,7/10/2014,10-Jul,during
2014,2130,57,414,95,4.134,121,44.57741666,0.541045529,79,3/20/2014,20-Mar,6/23/2014,23-Jun,during
2014,2138,55,354,95,4.73,123,36.7427601,0.699126017,74,3/15/2014,15-Mar,6/18/2014,18-Jun,during
2014,2139,53,346,95,3.734,121,37.04710195,0.542870747,76,3/17/2014,17-Mar,6/20/2014,20-Jun,during
2014,2140,55,404,95,5.329,118,41.05549346,0.688134565,79,3/20/2014,20-Mar,6/23/2014,23-Jun,during
2014,2141,56,365,95,3.793,119,41.83513275,0.553975785,78,3/19/2014,19-Mar,6/22/2014,22-Jun,during
2014,2143,46,315,95,4.607,113,36.68613447,0.632344172,84,3/25/2014,25-Mar,6/28/2014,28-Jun,during
2014,2144,60,426,95,4.029,132,42.83480896,0.54109171,65,3/6/2014,6-Mar,6/9/2014,9-Jun,during
2014,2147,55,345,95,4.409,118,43.42984518,0.669099469,79,3/20/2014,20-Mar,6/23/2014,23-Jun,during
2014,2148,55,409,95,3.459,129,34.84169393,0.441087675,68,3/9/2014,9-Mar,6/12/2014,12-Jun,during
2014,2150,48,380,95,5.57,96,46.64292899,0.660799505,101,4/11/2014,11-Apr,7/15/2014,15-Jul,during
2014,2152,48,315,95,2.748,111,40.66558213,0.395102727,86,3/27/2014,27-Mar,6/30/2014,30-Jun,during
2014,2154,52,345,95,3.592,125,38.83330458,0.513108719,72,3/13/2014,13-Mar,6/16/2014,16-Jun,during
2014,2156,48,302,95,2.937,120,35.1150862,0.440968,75,3/16/2014,16-Mar,6/19/2014,19-Jun,during
2014,2158,61,425,95,3.518,130,37.23515264,0.482041138,65,3/6/2014,6-Mar,6/9/2014,9-Jun,during
2014,2159,58,376,95,4.609,119,38.85235157,0.678085807,78,3/19/2014,19-Mar,6/22/2014,22-Jun,during
2014,2164,53,365,95,5.937,120,38.20626839,0.817178866,77,3/18/2014,18-Mar,6/21/2014,21-Jun,during
2014,2165,50,311,95,5.996,112,39.63743327,0.913103445,85,3/26/2014,26-Mar,6/29/2014,29-Jun,during
2014,2166,48,347,95,3.924,116,36.77478004,0.510882324,81,3/22/2014,22-Mar,6/25/2014,25-Jun,during
2014,2167,39,288,95,4.582,100,36.97751082,0.574950081,97,4/7/2014,7-Apr,7/11/2014,11-Jul,during
2014,2130,57,414,96,4.07,121,45.11008606,0.532669401,79,3/20/2014,20-Mar,6/24/2014,24-Jun,during
2014,2138,55,354,96,4.535,123,37.4130638,0.670303697,74,3/15/2014,15-Mar,6/19/2014,19-Jun,during
2014,2139,53,346,96,3.711,121,37.58662883,0.539526872,76,3/17/2014,17-Mar,6/21/2014,21-Jun,during
2014,2140,55,404,96,3.873,118,41.55561453,0.500121067,79,3/20/2014,20-Mar,6/24/2014,24-Jun,during
2014,2141,56,365,96,3.228,119,42.30658907,0.471456323,78,3/19/2014,19-Mar,6/23/2014,23-Jun,during
2014,2143,46,315,96,3.979,113,37.23228109,0.546146616,84,3/25/2014,25-Mar,6/29/2014,29-Jun,during
2014,2144,60,426,96,4.708,132,43.46708986,0.632280906,65,3/6/2014,6-Mar,6/10/2014,10-Jun,during
2014,2147,55,345,96,4.763,118,44.15266685,0.722821676,79,3/20/2014,20-Mar,6/24/2014,24-Jun,during
2014,2148,55,409,96,3.867,129,35.3348093,0.493115362,68,3/9/2014,9-Mar,6/13/2014,13-Jun,during
2014,2150,48,380,96,6.775,96,47.44668422,0.803755233,101,4/11/2014,11-Apr,7/16/2014,16-Jul,during
2014,2152,48,315,96,2.58,111,41.0365301,0.370947975,86,3/27/2014,27-Mar,7/1/2014,1-Jul,during
2014,2154,52,345,96,4.668,125,39.50011736,0.666812778,72,3/13/2014,13-Mar,6/17/2014,17-Jun,during
2014,2156,48,302,96,2.837,120,35.54103997,0.425953768,75,3/16/2014,16-Mar,6/20/2014,20-Jun,during
2014,2158,61,425,96,3.88,130,37.76679551,0.53164287,65,3/6/2014,6-Mar,6/10/2014,10-Jun,during
2014,2159,58,376,96,4.396,119,39.49910037,0.646748797,78,3/19/2014,19-Mar,6/23/2014,23-Jun,during
2014,2164,53,365,96,5.774,120,39.00101166,0.794743267,77,3/18/2014,18-Mar,6/22/2014,22-Jun,during
2014,2165,50,311,96,4.408,112,40.30870745,0.67127418,85,3/26/2014,26-Mar,6/30/2014,30-Jun,during
2014,2166,48,347,96,4.374,116,37.34424979,0.569469747,81,3/22/2014,22-Mar,6/26/2014,26-Jun,during
2014,2167,39,288,96,3.95,100,37.47315745,0.495646621,97,4/7/2014,7-Apr,7/12/2014,12-Jul,during
2014,2130,57,414,97,4.419,121,45.68843153,0.578345475,79,3/20/2014,20-Mar,6/25/2014,25-Jun,during
2014,2138,55,354,97,3.666,123,37.95492341,0.541859615,74,3/15/2014,15-Mar,6/20/2014,20-Jun,during
2014,2139,53,346,97,3.704,121,38.125138,0.538509171,76,3/17/2014,17-Mar,6/22/2014,22-Jun,during
2014,2140,55,404,97,4.263,118,42.10609635,0.550481826,79,3/20/2014,20-Mar,6/25/2014,25-Jun,during
2014,2141,56,365,97,4.904,119,43.02282879,0.716239717,78,3/19/2014,19-Mar,6/24/2014,24-Jun,during
2014,2143,46,315,97,3.551,113,37.7196816,0.487400511,84,3/25/2014,25-Mar,6/30/2014,30-Jun,during
2014,2144,60,426,97,3.479,132,43.93431698,0.467227118,65,3/6/2014,6-Mar,6/11/2014,11-Jun,during
2014,2147,55,345,97,3.528,118,44.68806783,0.535400981,79,3/20/2014,20-Mar,6/25/2014,25-Jun,during
2014,2148,55,409,97,4.243,129,35.87587174,0.541062447,68,3/9/2014,9-Mar,6/14/2014,14-Jun,during
2014,2152,48,315,97,2.633,111,41.41509833,0.378568224,86,3/27/2014,27-Mar,7/2/2014,2-Jul,during
2014,2154,52,345,97,3.592,125,40.01322608,0.513108719,72,3/13/2014,13-Mar,6/18/2014,18-Jun,during
2014,2156,48,302,97,4.144,120,36.16322975,0.622189783,75,3/16/2014,16-Mar,6/21/2014,21-Jun,during
2014,2158,61,425,97,3.985,130,38.31282562,0.546030113,65,3/6/2014,6-Mar,6/11/2014,11-Jun,during
2014,2159,58,376,97,4.811,119,40.20690484,0.707804473,78,3/19/2014,19-Mar,6/24/2014,24-Jun,during
2014,2164,53,365,97,4.048,120,39.55818533,0.557173665,77,3/18/2014,18-Mar,6/23/2014,23-Jun,during
2014,2165,50,311,97,3.768,112,40.88251895,0.573811504,85,3/26/2014,26-Mar,7/1/2014,1-Jul,during
2014,2166,48,347,97,5.021,116,37.99795523,0.653705441,81,3/22/2014,22-Mar,6/27/2014,27-Jun,during
2014,2167,39,288,97,3.286,100,37.88548524,0.412327797,97,4/7/2014,7-Apr,7/13/2014,13-Jul,during
2014,2130,57,414,98,2.51,121,46.01693281,0.328501277,79,3/20/2014,20-Mar,6/26/2014,26-Jun,during
2014,2138,55,354,98,2.897,123,38.38311962,0.428196209,74,3/15/2014,15-Mar,6/21/2014,21-Jun,during
2014,2139,53,346,98,3.487,121,38.63209844,0.506960443,76,3/17/2014,17-Mar,6/23/2014,23-Jun,during
2014,2140,55,404,98,3.351,118,42.53881148,0.43271513,79,3/20/2014,20-Mar,6/26/2014,26-Jun,during
2014,2141,56,365,98,4.109,119,43.62295705,0.600128262,78,3/19/2014,19-Mar,6/25/2014,25-Jun,during
2014,2143,46,315,98,3.843,113,38.24716123,0.52747963,84,3/25/2014,25-Mar,7/1/2014,1-Jul,during
2014,2144,60,426,98,4.236,132,44.50320864,0.568891656,65,3/6/2014,6-Mar,6/12/2014,12-Jun,during
2014,2147,55,345,98,5.084,118,45.45960372,0.771535881,79,3/20/2014,20-Mar,6/26/2014,26-Jun,during
2014,2148,55,409,98,4.733,129,36.47941842,0.603546679,68,3/9/2014,9-Mar,6/15/2014,15-Jun,during
2014,2152,48,315,98,3.869,111,41.97137651,0.556278185,86,3/27/2014,27-Mar,7/3/2014,3-Jul,during
2014,2154,52,345,98,4.309,125,40.62875656,0.615530476,72,3/13/2014,13-Mar,6/19/2014,19-Jun,during
2014,2156,48,302,98,3.55,120,36.696235,0.533005243,75,3/16/2014,16-Mar,6/22/2014,22-Jun,during
2014,2158,61,425,98,4.798,130,38.9702541,0.657428477,65,3/6/2014,6-Mar,6/12/2014,12-Jun,during
2014,2159,58,376,98,4.366,119,40.84923998,0.642335134,78,3/19/2014,19-Mar,6/25/2014,25-Jun,during
2014,2164,53,365,98,3.61,120,40.05507192,0.496886594,77,3/18/2014,18-Mar,6/24/2014,24-Jun,during
2014,2165,50,311,98,3.816,112,41.46364016,0.581121205,85,3/26/2014,26-Mar,7/2/2014,2-Jul,during
2014,2166,48,347,98,4.802,116,38.62314813,0.625192895,81,3/22/2014,22-Mar,6/28/2014,28-Jun,during
2014,2167,39,288,98,3.985,100,38.38552367,0.500038427,97,4/7/2014,7-Apr,7/14/2014,14-Jul,during
2014,2130,57,414,99,3.908,121,46.52840014,0.511467327,79,3/20/2014,20-Mar,6/27/2014,27-Jun,during
2014,2138,55,354,99,2.578,123,38.76416547,0.38104585,74,3/15/2014,15-Mar,6/22/2014,22-Jun,during
2014,2139,53,346,99,3.677,121,39.16668219,0.534583754,76,3/17/2014,17-Mar,6/24/2014,24-Jun,during
2014,2140,55,404,99,4.601,118,43.1329393,0.594127816,79,3/20/2014,20-Mar,6/27/2014,27-Jun,during
2014,2141,56,365,99,4.396,119,44.26500228,0.642045228,78,3/19/2014,19-Mar,6/26/2014,26-Jun,during
2014,2143,46,315,99,3.522,113,38.73058128,0.483420051,84,3/25/2014,25-Mar,7/2/2014,2-Jul,during
2014,2144,60,426,99,3.285,132,44.9443817,0.441173062,65,3/6/2014,6-Mar,6/13/2014,13-Jun,during
2014,2147,55,345,99,4.236,118,46.10244911,0.642845396,79,3/20/2014,20-Mar,6/27/2014,27-Jun,during
2014,2148,55,409,99,4.801,129,37.09163638,0.612217961,68,3/9/2014,9-Mar,6/16/2014,16-Jun,during
2014,2152,48,315,99,4.128,111,42.56489327,0.59351676,86,3/27/2014,27-Mar,7/4/2014,4-Jul,during
2014,2154,52,345,99,5.071,125,41.35313693,0.724380377,72,3/13/2014,13-Mar,6/20/2014,20-Jun,during
2014,2156,48,302,99,3.763,120,37.26122055,0.564985558,75,3/16/2014,16-Mar,6/23/2014,23-Jun,during
2014,2158,61,425,99,4.658,130,39.60849959,0.638245487,65,3/6/2014,6-Mar,6/13/2014,13-Jun,during
2014,2159,58,376,99,4.279,119,41.47877549,0.62953551,78,3/19/2014,19-Mar,6/26/2014,26-Jun,during
2014,2164,53,365,99,5.335,120,40.78939047,0.734318553,77,3/18/2014,18-Mar,6/25/2014,25-Jun,during
2014,2165,50,311,99,3.744,112,42.03379681,0.570156654,85,3/26/2014,26-Mar,7/3/2014,3-Jul,during
2014,2166,48,347,99,3.592,116,39.09080595,0.467657826,81,3/22/2014,22-Mar,6/29/2014,29-Jun,during
2014,2167,39,288,99,3.166,100,38.78279385,0.397270178,97,4/7/2014,7-Apr,7/15/2014,15-Jul,during
2014,2130,57,414,100,4.413,121,47.10596035,0.577560213,79,3/20/2014,20-Mar,6/28/2014,28-Jun,during
2014,2138,55,354,100,4.812,123,39.47541164,0.711246172,74,3/15/2014,15-Mar,6/23/2014,23-Jun,during
2014,2139,53,346,100,4.074,121,39.75898413,0.592301934,76,3/17/2014,17-Mar,6/25/2014,25-Jun,during
2014,2140,55,404,100,4.589,118,43.72551755,0.592578254,79,3/20/2014,20-Mar,6/28/2014,28-Jun,during
2014,2141,56,365,100,3.783,119,44.81751754,0.552515263,78,3/19/2014,19-Mar,6/27/2014,27-Jun,during
2014,2143,46,315,100,4.279,113,39.31790507,0.587323793,84,3/25/2014,25-Mar,7/3/2014,3-Jul,during
2014,2144,60,426,100,3.224,132,45.37736251,0.432980807,65,3/6/2014,6-Mar,6/14/2014,14-Jun,during
2014,2147,55,345,100,5.08,118,46.87337796,0.770928851,79,3/20/2014,20-Mar,6/28/2014,28-Jun,during
2014,2148,55,409,100,4.206,129,37.62798063,0.53634425,68,3/9/2014,9-Mar,6/17/2014,17-Jun,during
2014,2152,48,315,100,3.758,111,43.10521207,0.540318795,86,3/27/2014,27-Mar,7/5/2014,5-Jul,during
2014,2154,52,345,100,3.733,125,41.88638717,0.533250236,72,3/13/2014,13-Mar,6/21/2014,21-Jun,during
2014,2156,48,302,100,2.971,120,37.70729339,0.446072839,75,3/16/2014,16-Mar,6/24/2014,24-Jun,during
2014,2158,61,425,100,4.19,130,40.18261908,0.574119491,65,3/6/2014,6-Mar,6/14/2014,14-Jun,during
2014,2159,58,376,100,5.904,119,42.34738443,0.86860894,78,3/19/2014,19-Mar,6/27/2014,27-Jun,during
2014,2164,53,365,100,5.733,120,41.57849043,0.789099956,77,3/18/2014,18-Mar,6/26/2014,26-Jun,during
2014,2165,50,311,100,3.887,112,42.62573028,0.591933471,85,3/26/2014,26-Mar,7/4/2014,4-Jul,during
2014,2166,48,347,100,3.6,116,39.55950533,0.46869938,81,3/22/2014,22-Mar,6/30/2014,30-Jun,during
2014,2167,39,288,100,3.448,100,39.21544943,0.432655582,97,4/7/2014,7-Apr,7/16/2014,16-Jul,during
2014,2130,57,414,101,3.869,121,47.61232347,0.506363123,79,3/20/2014,20-Mar,6/29/2014,29-Jun,during
2014,2138,55,354,101,4.295,123,40.11024172,0.634830072,74,3/15/2014,15-Mar,6/24/2014,24-Jun,during
2014,2139,53,346,101,3.393,121,40.2522783,0.493294174,76,3/17/2014,17-Mar,6/26/2014,26-Jun,during
2014,2140,55,404,101,4.645,118,44.32532709,0.599809543,79,3/20/2014,20-Mar,6/29/2014,29-Jun,during
2014,2141,56,365,101,4.425,119,45.46379828,0.64628074,78,3/19/2014,19-Mar,6/28/2014,28-Jun,during
2014,2143,46,315,101,4.413,113,39.92362134,0.605716265,84,3/25/2014,25-Mar,7/4/2014,4-Jul,during
2014,2144,60,426,101,4.296,132,45.95431212,0.576949612,65,3/6/2014,6-Mar,6/15/2014,15-Jun,during
2014,2147,55,345,101,2.824,118,47.30194156,0.428563597,79,3/20/2014,20-Mar,6/29/2014,29-Jun,during
2014,2148,55,409,101,3.072,129,38.01971851,0.391737883,68,3/9/2014,9-Mar,6/18/2014,18-Jun,during
2014,2152,48,315,101,3.928,111,43.66997317,0.564761103,86,3/27/2014,27-Mar,7/6/2014,6-Jul,during
2014,2154,52,345,101,2.5,125,42.24350627,0.357119097,72,3/13/2014,13-Mar,6/22/2014,22-Jun,during
2014,2156,48,302,101,4.493,120,38.38188285,0.674589453,75,3/16/2014,16-Mar,6/25/2014,25-Jun,during
2014,2158,61,425,101,3.453,130,40.65575383,0.47313475,65,3/6/2014,6-Mar,6/15/2014,15-Jun,during
2014,2159,58,376,101,3.981,119,42.93307755,0.585693122,78,3/19/2014,19-Mar,6/28/2014,28-Jun,during
2014,2164,53,365,101,3.913,120,42.11708246,0.538592034,77,3/18/2014,18-Mar,6/27/2014,27-Jun,during
2014,2165,50,311,101,3.436,112,43.14898302,0.523252741,85,3/26/2014,26-Mar,7/5/2014,5-Jul,during
2014,2166,48,347,101,4.244,116,40.11204982,0.552544491,81,3/22/2014,22-Mar,7/1/2014,1-Jul,during
2014,2130,57,414,102,2.503,121,47.93990861,0.327585138,79,3/20/2014,20-Mar,6/30/2014,30-Jun,during
2014,2138,55,354,102,4.562,123,40.7845362,0.67429448,74,3/15/2014,15-Mar,6/25/2014,25-Jun,during
2014,2139,53,346,102,3.584,121,40.77334117,0.52106287,76,3/17/2014,17-Mar,6/27/2014,27-Jun,during
2014,2140,55,404,102,4.044,118,44.84752942,0.522202323,79,3/20/2014,20-Mar,6/30/2014,30-Jun,during
2014,2141,56,365,102,4.377,119,46.10306852,0.639270237,78,3/19/2014,19-Mar,6/29/2014,29-Jun,during
2014,2143,46,315,102,3.904,113,40.45947366,0.535852322,84,3/25/2014,25-Mar,7/5/2014,5-Jul,during
2014,2144,60,426,102,4.016,132,46.49365794,0.539345819,65,3/6/2014,6-Mar,6/16/2014,16-Jun,during
2014,2147,55,345,102,4.377,118,47.96618478,0.664243224,79,3/20/2014,20-Mar,6/30/2014,30-Jun,during
2014,2148,55,409,102,4.86,129,38.63946009,0.619741572,68,3/9/2014,9-Mar,6/19/2014,19-Jun,during
2014,2152,48,315,102,2.97,111,44.09699468,0.427021506,86,3/27/2014,27-Mar,7/7/2014,7-Jul,during
2014,2154,52,345,102,3.537,125,42.74875837,0.505252099,72,3/13/2014,13-Mar,6/23/2014,23-Jun,during
2014,2156,48,302,102,3.244,120,38.86894454,0.487061693,75,3/16/2014,16-Mar,6/26/2014,26-Jun,during
2014,2158,61,425,102,3.244,130,41.10025111,0.444497286,65,3/6/2014,6-Mar,6/16/2014,16-Jun,during
2014,2159,58,376,102,4.399,119,43.58026771,0.647190164,78,3/19/2014,19-Mar,6/29/2014,29-Jun,during
2014,2164,53,365,102,5.312,120,42.84823526,0.731152794,77,3/18/2014,18-Mar,6/28/2014,28-Jun,during
2014,2165,50,311,102,4.029,112,43.76254103,0.613558002,85,3/26/2014,26-Mar,7/6/2014,6-Jul,during
2014,2166,48,347,102,4.288,116,40.67032286,0.558273039,81,3/22/2014,22-Mar,7/2/2014,2-Jul,during
2014,2130,57,414,103,3.624,121,48.41420687,0.474298258,79,3/20/2014,20-Mar,7/1/2014,1-Jul,during
2014,2138,55,354,103,5.307,123,41.56894672,0.784410522,74,3/15/2014,15-Mar,6/26/2014,26-Jun,during
2014,2139,53,346,103,5.727,121,41.60596591,0.832624737,76,3/17/2014,17-Mar,6/28/2014,28-Jun,during
2014,2140,55,404,103,4.809,118,45.4685163,0.620986887,79,3/20/2014,20-Mar,7/1/2014,1-Jul,during
2014,2141,56,365,103,3.735,119,46.64857328,0.54550476,78,3/19/2014,19-Mar,6/30/2014,30-Jun,during
2014,2143,46,315,103,3.512,113,40.94152114,0.482047478,84,3/25/2014,25-Mar,7/6/2014,6-Jul,during
2014,2144,60,426,103,5.392,132,47.21779954,0.724141598,65,3/6/2014,6-Mar,6/17/2014,17-Jun,during
2014,2147,55,345,103,4.095,118,48.58763235,0.621447568,79,3/20/2014,20-Mar,7/1/2014,1-Jul,during
2014,2148,55,409,103,4.674,129,39.23548315,0.596023068,68,3/9/2014,9-Mar,6/20/2014,20-Jun,during
2014,2152,48,315,103,3.545,111,44.6066887,0.50969402,86,3/27/2014,27-Mar,7/8/2014,8-Jul,during
2014,2154,52,345,103,3.363,125,43.22915497,0.480396609,72,3/13/2014,13-Mar,6/24/2014,24-Jun,during
2014,2156,48,302,103,3.494,120,39.39354181,0.524597273,75,3/16/2014,16-Mar,6/27/2014,27-Jun,during
2014,2158,61,425,103,4.369,130,41.69889743,0.598646314,65,3/6/2014,6-Mar,6/17/2014,17-Jun,during
2014,2159,58,376,103,5.046,119,44.32264588,0.742378169,78,3/19/2014,19-Mar,6/30/2014,30-Jun,during
2014,2164,53,365,103,5.53,120,43.60939394,0.761158688,77,3/18/2014,18-Mar,6/29/2014,29-Jun,during
2014,2165,50,311,103,4.053,112,44.37975388,0.617212852,85,3/26/2014,26-Mar,7/7/2014,7-Jul,during
2014,2166,48,347,103,4.302,116,41.23041862,0.560095759,81,3/22/2014,22-Mar,7/3/2014,3-Jul,during
2014,2130,57,414,104,3.281,121,48.84361431,0.429407446,79,3/20/2014,20-Mar,7/2/2014,2-Jul,during
2014,2138,55,354,104,3.849,123,42.13785497,0.568908253,74,3/15/2014,15-Mar,6/27/2014,27-Jun,during
2014,2139,53,346,104,4.745,121,42.29582174,0.689855837,76,3/17/2014,17-Mar,6/29/2014,29-Jun,during
2014,2140,55,404,104,3.623,118,45.93635483,0.46783853,79,3/20/2014,20-Mar,7/2/2014,2-Jul,during
2014,2141,56,365,104,4.282,119,47.27396857,0.625395283,78,3/19/2014,19-Mar,7/1/2014,1-Jul,during
2014,2143,46,315,104,3.761,113,41.45774567,0.516224535,84,3/25/2014,25-Mar,7/7/2014,7-Jul,during
2014,2144,60,426,104,3.535,132,47.69254741,0.474747876,65,3/6/2014,6-Mar,6/18/2014,18-Jun,during
2014,2147,55,345,104,4.233,118,49.23002247,0.642390123,79,3/20/2014,20-Mar,7/2/2014,2-Jul,during
2014,2148,55,409,104,4.023,129,39.74849146,0.513008301,68,3/9/2014,9-Mar,6/21/2014,21-Jun,during
2014,2152,48,315,104,1.867,111,44.87512275,0.268434058,86,3/27/2014,27-Mar,7/9/2014,9-Jul,during
2014,2154,52,345,104,2.945,125,43.64984127,0.420686296,72,3/13/2014,13-Mar,6/25/2014,25-Jun,during
2014,2156,48,302,104,3.221,120,39.87715023,0.483608419,75,3/16/2014,16-Mar,6/28/2014,28-Jun,during
2014,2158,61,425,104,4.21,130,42.27575735,0.576859918,65,3/6/2014,6-Mar,6/18/2014,18-Jun,during
2014,2159,58,376,104,4.899,119,45.0433971,0.720751219,78,3/19/2014,19-Mar,7/1/2014,1-Jul,during
2014,2164,53,365,104,4.866,120,44.27915853,0.669764589,77,3/18/2014,18-Mar,6/30/2014,30-Jun,during
2014,2165,50,311,104,2.749,112,44.79838653,0.41863265,85,3/26/2014,26-Mar,7/8/2014,8-Jul,during
2014,2166,48,347,104,3.767,116,41.72086045,0.490441823,81,3/22/2014,22-Mar,7/4/2014,4-Jul,during
2014,2130,57,414,105,3.58,121,49.31215398,0.46853967,79,3/20/2014,20-Mar,7/3/2014,3-Jul,during
2014,2138,55,354,105,4.246,123,42.76544251,0.627587541,74,3/15/2014,15-Mar,6/28/2014,28-Jun,during
2014,2139,53,346,105,3.991,121,42.87605665,0.580234909,76,3/17/2014,17-Mar,6/30/2014,30-Jun,during
2014,2140,55,404,105,4.545,118,46.52325136,0.586896528,79,3/20/2014,20-Mar,7/3/2014,3-Jul,during
2014,2141,56,365,105,3.601,119,47.79990234,0.525933773,78,3/19/2014,19-Mar,7/2/2014,2-Jul,during
2014,2143,46,315,105,3.654,113,41.95928368,0.501538008,84,3/25/2014,25-Mar,7/8/2014,8-Jul,during
2014,2144,60,426,105,3.327,132,48.13936104,0.446813631,65,3/6/2014,6-Mar,6/19/2014,19-Jun,during
2014,2147,55,345,105,3.388,118,49.74417739,0.514154911,79,3/20/2014,20-Mar,7/3/2014,3-Jul,during
2014,2148,55,409,105,5.376,129,40.43403275,0.685541295,68,3/9/2014,9-Mar,6/22/2014,22-Jun,during
2014,2152,48,315,105,1.954,111,45.15606552,0.280942769,86,3/27/2014,27-Mar,7/10/2014,10-Jul,during
2014,2154,52,345,105,4.272,125,44.26008638,0.610245113,72,3/13/2014,13-Mar,6/26/2014,26-Jun,during
2014,2156,48,302,105,4.127,120,40.4967876,0.619637363,75,3/16/2014,16-Mar,6/29/2014,29-Jun,during
2014,2158,61,425,105,4.629,130,42.91002921,0.634271868,65,3/6/2014,6-Mar,6/19/2014,19-Jun,during
2014,2159,58,376,105,3.692,119,45.58657193,0.543174832,78,3/19/2014,19-Mar,7/2/2014,2-Jul,during
2014,2164,53,365,105,6.112,120,45.1204247,0.841266167,77,3/18/2014,18-Mar,7/1/2014,1-Jul,during
2014,2165,50,311,105,4.74,112,45.52021947,0.721832944,85,3/26/2014,26-Mar,7/9/2014,9-Jul,during
2014,2166,48,347,105,3.807,116,42.21651004,0.495649594,81,3/22/2014,22-Mar,7/5/2014,5-Jul,during
2014,2130,57,414,106,3.942,121,49.82807113,0.515917145,79,3/20/2014,20-Mar,7/4/2014,4-Jul,during
2014,2138,55,354,106,4.138,123,43.37706692,0.61162441,74,3/15/2014,15-Mar,6/29/2014,29-Jun,during
2014,2139,53,346,106,4.136,121,43.47737251,0.601315857,76,3/17/2014,17-Mar,7/1/2014,1-Jul,during
2014,2140,55,404,106,3.756,118,47.0082642,0.48501284,79,3/20/2014,20-Mar,7/4/2014,4-Jul,during
2014,2141,56,365,106,4.08,119,48.39579509,0.59589275,78,3/19/2014,19-Mar,7/3/2014,3-Jul,during
2014,2143,46,315,106,4.175,113,42.53233272,0.573049038,84,3/25/2014,25-Mar,7/9/2014,9-Jul,during
2014,2144,60,426,106,4.007,132,48.67749817,0.538137126,65,3/6/2014,6-Mar,6/20/2014,20-Jun,during
2014,2147,55,345,106,3.952,118,50.34392361,0.599746224,79,3/20/2014,20-Mar,7/4/2014,4-Jul,during
2014,2148,55,409,106,4.637,129,41.02533762,0.59130487,68,3/9/2014,9-Mar,6/23/2014,23-Jun,during
2014,2152,48,315,106,3.178,111,45.61299291,0.45692739,86,3/27/2014,27-Mar,7/11/2014,11-Jul,during
2014,2154,52,345,106,4.562,125,44.91175731,0.651670928,72,3/13/2014,13-Mar,6/27/2014,27-Jun,during
2014,2156,48,302,106,3.199,120,40.97709288,0.480305288,75,3/16/2014,16-Mar,6/30/2014,30-Jun,during
2014,2158,61,425,106,4.533,130,43.53114703,0.621117817,65,3/6/2014,6-Mar,6/20/2014,20-Jun,during
2014,2159,58,376,106,5.429,119,46.38529787,0.798725937,78,3/19/2014,19-Mar,7/3/2014,3-Jul,during
2014,2164,53,365,106,4.468,120,45.73540789,0.614983186,77,3/18/2014,18-Mar,7/2/2014,2-Jul,during
2014,2165,50,311,106,3.484,112,46.05078191,0.530562442,85,3/26/2014,26-Mar,7/10/2014,10-Jul,during
2014,2166,48,347,106,4.263,116,42.77152822,0.555018182,81,3/22/2014,22-Mar,7/6/2014,6-Jul,during
